"Tempo","Altura","Velocidade","Aceleracao"
0.07489616252821669,0.2673592683618728,-0.6106293522924189,0.1042813064760034
0.1497923250564334,0.2216254731480801,-0.6761617665903975,1.429334080177212
0.2246884875846501,0.1709835515821596,-0.668351496911916,3.122088378469569
0.2995846501128668,0.1209265892434678,-0.5612998593358444,5.192405913337157
0.3744808126410835,0.0788873837515852,-0.327467420714531,7.635257680339625
0.4493769751693002,0.05436133058705377,0.06142385648324216,10.42993979846488
0.5242731376975169,0.05896174172533254,0.6332753566547735,13.5389586154321
0.5991693002257336,0.1063916357624629,1.414437822960115,16.90833306178038
0.6740654627539503,0.2123276008369406,2.428453867884317,20.46851938681982
0.748961625282167,0.3942094764182809,3.694823128960639,24.13647333861494
0.8238577878103838,0.6709375499979311,5.227836683667851,27.81860059072058
0.8987539503386004,1.062482455928892,7.035565913694725,31.41403244887941
0.9736501128668171,1.589419344078953,9.119072344844879,34.81886309832193
1.048546275395034,2.272402868525022,11.47186282480282,37.93076236358323
1.123442437923251,3.131601371152861,14.07966205446247,40.65322040922454
1.198338600451467,4.186114028726248,16.92053059726457,42.89997645827171
1.273234762979684,5.453396838402639,19.96530080032926,44.59927879857901
1.348130925507901,6.948721252068834,23.17834440960465,45.69652087747151
1.423027088036117,8.684690302105567,26.51865924314427,46.15694206202969
1.497923250564334,10.6708361148105,29.94115329775743,45.96792365808967
1.572819413092551,12.91331359848159,33.39813113224069,45.13815766438665
1.647715575620768,15.41470545590058,36.84095221362163,43.69784354052984
1.722611738148984,18.17395140058625,40.2216270062778,41.69714814570991
1.797507900677201,21.18639691399774,43.49442779822191,39.20271468961251
1.872404063205418,24.44396264744516,46.61738418270613,36.29526793068874
1.947300225733634,27.93542582983343,49.55351707364665,33.06506296415543
2.022196388261851,31.64679409842604,52.27189335958869,29.60779368193526
2.097092550790068,35.5617583191434,54.74833968935779,26.01993463688321
2.171988713318284,39.66219886666756,56.96584981706192,22.39417874455389
2.246884875846501,43.92872241312421,58.9146430705995,18.81614467018363
2.321781038374718,48.34120309583171,60.59188112153755,15.36059398174765
2.396677200902934,52.87930247220077,62.00113815091006,12.08983332635092
2.471573363431151,57.52294979208575,63.15158769429698,9.051034053659684
2.546469525959368,62.25276136795274,64.05706981604641,6.276128445286037
2.621365688487585,67.05039007997668,64.73495753357773,3.781543418165258
2.696261851015801,71.89878998066872,65.20501546966383,1.569838809043424
2.771158013544018,76.78239541693955,65.48823856011825,-0.3673456003946144
2.846054176072235,81.68721317582479,65.60581346270347,-2.048428836022758
2.920950338600451,86.6008368437233,65.57830068691229,-3.497777854262166
2.995846501128668,91.51239991029455,65.42488122788204,-4.743454319636515
3.070742663656885,96.41247244812728,65.16291108922162,-5.814153610603003
3.145638826185102,101.2929244278774,64.80764456355296,-6.736448054838412
3.220534988713318,106.1467683081801,64.37218676976921,-7.533200108056418
3.295431151241535,110.9679980707855,63.86765266139115,-8.222754721906265
3.370327313769752,115.7514401648087,63.30344488174057,-8.817664769469181
3.445223476297968,120.4926252612676,62.68759210765902,-9.325800357594055
3.520119638826185,125.1876853482653,62.02718285396553,-9.751099113849754
3.595015801354402,129.8332833164634,61.32871619467746,-10.0950702541926
3.669911963882619,134.4265688122268,60.59839629061782,-10.3580594205991
3.744808126410835,138.9651561497582,59.84231426812605,-10.54107901604274
3.819704288939052,143.4471158452484,59.06653536628393,-10.64765308292925
3.894600451467269,147.8709726780203,58.27704899907562,-10.68431189956999
